Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
203.014,487.928,7161,2933,2858,0.399,1.327,0.000,0,21,1562.663,525.494,49.745,4.633,1.770,4.683,1575.091,530.165,48.962,1537,496,44,63,53,13
15.734,60.534,555,308,78,0.141,0.396,0.000,0,3,1594.465,553.978,47.328,1.575,0.479,1.589,1592.692,551.269,48.436,1588,547,44,12,18,8
24.721,63.270,872,363,267,0.306,0.586,0.000,0,3,1469.110,785.245,48.416,1.761,0.264,1.734,1469.393,785.869,47.431,1463,778,44,13,15,9
21.518,60.883,759,313,291,0.383,0.772,0.000,0,6,992.988,816.345,48.731,1.811,0.477,1.797,994.818,815.278,48.924,986,812,44,14,10,10
1.134,8.780,40,36,152626,3815.650,144.264,3864.500,3421,3971,1309.800,834.900,45.675,0.527,0.148,0.508,1309.807,834.931,45.661,1308,832,44,5,6,4
0.085,1.312,3,3,0,0.000,0.000,0.000,0,0,1283.667,896.333,44.000,0.147,0.036,0.168,NaN,NaN,NaN,1283,896,44,2,2,1
245.653,434.465,8665,3076,2076,0.240,0.931,0.000,0,16,1491.165,1188.370,52.725,4.135,1.581,4.050,1487.342,1190.595,51.297,1462,1173,44,56,27,17
1.049,9.027,37,37,117387,3172.622,416.935,3221.000,2195,3773,134.973,0.351,46.703,0.620,0.236,0.611,135.079,0.340,46.597,132,0,45,7,2,4
390.124,659.415,13761,4591,4196,0.305,0.665,0.000,0,7,1320.946,92.510,54.860,6.961,3.482,6.267,1319.695,91.664,54.337,1258,53,45,103,66,16
195.190,420.376,6885,2596,3057106,444.024,904.266,56.000,0,4095,193.606,101.419,54.080,4.419,1.424,4.471,203.736,112.495,55.185,174,73,45,44,60,16
3.771,18.464,133,88,8,0.060,0.239,0.000,0,1,290.677,124.947,46.752,0.913,0.204,0.889,293.000,125.875,45.500,288,121,45,7,8,5
32.517,86.904,1147,519,32,0.028,0.165,0.000,0,1,531.411,172.973,49.035,1.985,0.511,1.925,529.094,173.812,46.969,521,162,45,22,21,9
0.113,1.413,4,4,0,0.000,0.000,0.000,0,0,270.500,175.500,45.000,0.159,0.000,0.159,NaN,NaN,NaN,270,175,45,2,2,1
515.346,630.440,18178,4067,6354,0.350,0.973,0.000,0,12,1131.102,454.713,54.085,5.678,1.964,5.328,1133.445,460.287,53.432,1102,421,45,61,71,16
1.814,11.504,64,55,7,0.109,0.315,0.000,0,1,714.906,504.953,45.797,0.665,0.161,0.683,712.571,505.571,45.857,711,503,45,8,5,3
4.167,19.274,147,101,29,0.197,0.416,0.000,0,2,560.204,537.592,46.544,0.921,0.170,0.919,561.552,537.379,47.345,557,534,45,7,8,5
333.991,555.141,11781,4154,2054,0.174,0.479,0.000,0,6,1150.393,551.833,50.373,4.447,1.287,4.452,1150.689,550.071,50.305,1123,528,45,59,51,12
2.438,14.728,86,66,0,0.000,0.000,0.000,0,0,789.674,764.872,47.349,0.859,0.297,0.873,NaN,NaN,NaN,788,762,45,5,7,6
0.227,2.725,8,8,0,0.000,0.000,0.000,0,0,796.250,776.375,45.875,0.282,0.127,0.266,NaN,NaN,NaN,795,776,45,4,2,2
13.211,42.075,466,226,4271,9.165,20.623,1.000,0,192,1352.867,836.616,48.045,1.450,0.286,1.400,1349.917,838.327,46.454,1348,832,45,11,10,8
5.755,24.775,203,126,0,0.000,0.000,0.000,0,0,1548.911,868.310,47.054,1.038,0.196,1.078,NaN,NaN,NaN,1546,864,45,8,10,5
4.763,23.620,168,130,35,0.208,0.449,0.000,0,2,1288.875,874.756,46.000,0.972,0.306,0.922,1288.886,873.771,46.514,1283,871,45,14,9,3
22.340,74.077,788,407,870021,1104.088,798.466,1145.000,20,2673,36.860,2.164,52.830,2.371,1.014,2.388,36.820,2.463,54.915,30,0,46,15,8,15
30.108,85.068,1062,480,283,0.266,0.531,0.000,0,3,278.521,101.204,50.229,2.006,0.536,1.986,277.887,101.777,49.078,270,91,46,16,22,10
0.085,1.312,3,3,0,0.000,0.000,0.000,0,0,241.667,185.667,46.000,0.147,0.036,0.168,NaN,NaN,NaN,241,185,46,2,2,1
0.057,1.211,2,2,0,0.000,0.000,0.000,0,0,986.000,257.500,46.500,0.302,0.000,0.302,NaN,NaN,NaN,986,257,46,1,2,2
0.482,4.289,17,17,15,0.882,0.600,1.000,0,2,885.235,572.706,46.412,0.381,0.067,0.377,885.600,572.600,46.333,884,571,46,3,4,2
3.969,22.552,140,108,2,0.014,0.119,0.000,0,1,1077.293,626.221,47.464,0.959,0.292,1.025,1076.500,626.500,48.500,1073,623,46,11,7,4
5.131,24.716,181,124,0,0.000,0.000,0.000,0,0,641.619,630.696,48.890,1.110,0.339,1.148,NaN,NaN,NaN,637,627,46,9,8,6
1.219,12.056,43,40,394,9.163,8.121,6.000,1,34,1010.442,688.302,48.209,0.904,0.343,0.855,1009.195,688.459,47.251,1007,687,46,9,4,5
40.200,89.193,1418,489,6106,4.306,6.705,1.000,0,42,1519.173,750.257,51.706,2.178,0.444,2.117,1517.662,753.461,52.198,1511,744,46,17,14,12
11.623,37.489,410,211,1224,2.985,2.701,2.000,0,14,1499.854,778.024,48.163,1.323,0.178,1.303,1501.343,778.755,48.500,1494,773,46,12,11,6
214.071,428.260,7551,2740,722,0.096,0.425,0.000,0,7,1418.165,987.879,52.677,4.824,1.985,4.672,1416.975,986.656,54.026,1397,946,46,40,75,14
1.446,10.442,51,41,60068,1177.804,432.179,1178.000,488,2121,88.529,18.765,48.627,0.638,0.195,0.596,88.518,19.139,48.661,86,17,47,6,5,4
7.513,29.716,265,157,71,0.268,0.577,0.000,0,3,12.574,43.562,49.374,1.166,0.266,1.170,12.000,42.085,48.577,7,41,47,13,6,6
0.227,2.875,8,8,20,2.500,0.926,2.500,1,4,45.625,60.125,48.000,0.301,0.186,0.254,45.750,60.250,48.050,45,59,47,2,3,3
3.118,16.553,110,88,0,0.000,0.000,0.000,0,0,294.900,112.955,48.500,0.799,0.212,0.837,NaN,NaN,NaN,292,109,47,8,8,4
17.293,53.014,610,265,1166792,1912.774,957.190,1869.500,255,3704,198.972,142.208,51.577,1.691,0.441,1.654,198.716,143.250,51.276,194,136,47,11,12,10
1.531,11.250,54,44,0,0.000,0.000,0.000,0,0,998.741,264.259,48.889,0.740,0.303,0.690,NaN,NaN,NaN,996,263,47,7,4,5
0.510,4.894,18,18,0,0.000,0.000,0.000,0,0,420.278,402.056,47.556,0.396,0.084,0.381,NaN,NaN,NaN,418,401,47,5,3,2
0.340,3.128,12,12,0,0.000,0.000,0.000,0,0,593.500,559.000,47.500,0.352,0.037,0.376,NaN,NaN,NaN,593,558,47,2,3,2
337.904,453.732,11919,3439,1022,0.086,0.329,0.000,0,3,1152.049,626.424,53.127,4.244,1.382,4.071,1141.537,616.201,51.872,1127,601,47,52,50,14
35.579,113.131,1255,687,964,0.768,1.890,0.000,0,15,1593.385,663.138,50.273,2.131,0.757,2.100,1591.312,663.412,50.311,1586,649,47,14,30,8
12.899,62.019,455,344,0,0.000,0.000,0.000,0,0,821.906,699.026,56.358,2.384,1.268,2.188,NaN,NaN,NaN,817,688,47,12,23,14
15.224,50.402,537,299,118295,220.289,148.127,229.000,3,487,201.866,2.911,51.553,1.583,0.454,1.522,199.698,2.402,52.254,193,0,48,18,9,8
1.106,8.474,39,32,78,2.000,1.124,2.000,0,4,136.000,12.103,49.487,0.621,0.208,0.559,135.718,11.769,49.397,134,11,48,5,4,4
2.183,16.497,77,66,67,0.870,1.794,0.000,0,10,136.104,18.416,49.558,0.881,0.346,0.852,132.463,17.373,49.836,130,16,48,14,5,4
48.649,127.070,1716,755,7,0.004,0.064,0.000,0,1,411.953,26.281,52.432,2.370,0.819,2.251,412.000,32.571,51.143,393,18,48,32,17,10
3.175,20.837,112,96,0,0.000,0.000,0.000,0,0,777.955,70.143,50.152,0.937,0.366,0.905,NaN,NaN,NaN,771,67,48,13,7,5
1.276,9.232,45,36,18818,418.178,161.197,394.000,194,787,254.467,127.378,49.689,0.610,0.171,0.570,254.247,127.664,49.559,252,125,48,6,5,4
388.934,496.947,13719,3945,3493,0.255,0.700,0.000,0,10,1388.698,147.173,55.761,5.033,1.749,4.832,1391.254,145.121,53.021,1352,125,48,71,46,13
0.283,2.876,10,10,0,0.000,0.000,0.000,0,0,171.200,166.500,48.600,0.337,0.053,0.357,NaN,NaN,NaN,170,166,48,3,2,2
34.700,129.659,1224,643,8,0.007,0.081,0.000,0,1,1285.772,421.584,52.453,2.695,1.137,2.726,1284.625,420.375,52.875,1265,410,48,40,22,9
79.607,188.412,2808,1151,3325,1.184,3.710,0.000,0,49,1514.042,820.324,53.993,3.164,1.056,3.165,1523.940,824.470,50.259,1493,808,48,40,24,13
2.070,12.058,73,54,261007,3575.438,286.249,3616.000,2867,3924,1325.384,837.096,49.384,0.724,0.165,0.748,1325.386,837.101,49.319,1323,834,48,5,7,4
151.361,347.665,5339,2369,136,0.025,0.180,0.000,0,3,1466.109,839.420,53.683,3.962,1.535,3.917,1469.912,847.199,51.007,1438,822,48,64,37,13
279.588,385.410,9862,2869,6668,0.676,2.518,0.000,0,27,1441.549,1071.800,55.217,4.129,1.143,4.136,1440.929,1071.232,52.643,1421,1048,48,39,51,13
23.417,83.554,826,481,9717,11.764,18.878,5.000,0,137,122.881,8.134,56.470,2.102,0.832,2.090,124.243,5.590,57.809,116,0,49,14,17,12
21.433,76.158,756,446,1,0.001,0.036,0.000,0,1,464.873,50.607,50.980,1.843,0.703,1.681,474.000,62.000,49.000,455,41,49,22,23,5
2.183,13.975,77,61,0,0.000,0.000,0.000,0,0,416.961,332.273,50.571,0.772,0.246,0.807,NaN,NaN,NaN,414,329,49,7,7,4
14.714,69.955,519,321,0,0.000,0.000,0.000,0,0,1204.432,378.642,54.077,2.106,0.842,2.196,NaN,NaN,NaN,1194,372,49,23,14,12
0.850,7.718,30,28,0,0.000,0.000,0.000,0,0,1598.500,459.033,50.867,0.565,0.216,0.547,NaN,NaN,NaN,1597,456,49,3,7,4
2.183,14.123,77,57,2,0.026,0.160,0.000,0,1,1572.026,516.143,51.506,0.799,0.250,0.865,1573.500,515.000,49.500,1569,514,49,7,5,6
27.925,83.034,985,447,0,0.000,0.000,0.000,0,0,630.190,524.485,54.841,2.237,0.762,2.220,NaN,NaN,NaN,624,513,49,13,20,12
7.938,32.139,280,167,0,0.000,0.000,0.000,0,0,683.225,687.821,50.882,1.188,0.237,1.199,NaN,NaN,NaN,679,681,49,9,14,5
2.325,16.240,82,64,0,0.000,0.000,0.000,0,0,814.073,708.963,51.805,0.978,0.448,0.929,NaN,NaN,NaN,811,706,49,6,6,7
30.334,75.699,1070,466,6397,5.979,9.232,2.000,0,65,1534.425,792.233,53.105,1.849,0.356,1.821,1534.173,790.153,51.884,1525,786,49,20,14,9
139.709,228.933,4928,1605,542,0.110,0.683,0.000,0,11,1587.641,855.171,54.843,3.205,0.727,3.258,1585.041,864.718,50.834,1570,841,49,30,32,12
1.049,9.738,37,36,1683,45.486,8.504,42.000,34,66,92.541,72.297,51.676,0.587,0.263,0.542,92.345,72.369,51.665,89,71,50,10,4,4
2.863,16.243,101,69,11774,116.574,82.167,89.000,23,357,79.931,75.881,51.950,0.871,0.250,0.848,80.385,75.403,52.614,76,74,50,8,5,5
0.397,4.237,14,13,8,0.571,0.646,0.500,0,2,1578.071,512.214,51.357,0.400,0.124,0.364,1577.875,511.625,51.625,1577,511,50,3,3,3
0.567,5.195,20,19,0,0.000,0.000,0.000,0,0,1597.100,514.650,50.950,0.467,0.168,0.552,NaN,NaN,NaN,1596,514,50,4,3,3
7.938,30.170,280,153,0,0.000,0.000,0.000,0,0,689.682,549.829,52.821,1.185,0.220,1.182,NaN,NaN,NaN,684,546,50,11,8,7
489.236,578.654,17257,4973,777,0.045,0.232,0.000,0,4,1528.998,645.632,56.037,4.991,1.804,4.776,1525.759,642.902,56.834,1493,619,50,68,55,11
3.345,16.749,118,83,364534,3089.271,660.201,3222.000,1488,3956,1330.500,819.356,52.136,0.888,0.243,0.829,1330.264,819.378,51.939,1328,816,50,6,7,5
62.909,122.605,2219,744,194,0.087,0.385,0.000,0,5,1461.971,1142.527,55.505,2.460,0.420,2.530,1458.309,1143.484,55.902,1453,1132,50,19,22,11
0.454,4.943,16,16,0,0.000,0.000,0.000,0,0,323.688,39.000,51.562,0.429,0.112,0.424,NaN,NaN,NaN,322,38,51,5,3,2
16.018,52.834,565,307,0,0.000,0.000,0.000,0,0,569.011,45.655,53.513,1.533,0.385,1.538,NaN,NaN,NaN,564,37,51,10,20,7
25.061,88.632,884,449,0,0.000,0.000,0.000,0,0,299.598,48.964,55.922,1.831,0.540,1.850,NaN,NaN,NaN,291,43,51,17,14,10
0.113,1.665,4,4,0,0.000,0.000,0.000,0,0,927.000,196.500,51.000,0.182,0.080,0.182,NaN,NaN,NaN,926,196,51,3,2,1
104.441,250.496,3684,1766,328,0.089,0.450,0.000,0,6,503.372,296.087,56.233,3.234,1.143,3.075,502.037,284.287,52.976,486,279,51,41,43,10
5.216,29.662,184,127,29,0.158,0.365,0.000,0,1,566.228,317.592,53.304,1.137,0.385,1.164,567.103,319.034,53.034,561,312,51,10,12,6
2.807,16.292,99,67,0,0.000,0.000,0.000,0,0,1224.707,389.131,53.495,0.878,0.286,0.877,NaN,NaN,NaN,1222,387,51,7,5,6
13.920,51.750,491,254,0,0.000,0.000,0.000,0,0,805.737,677.855,55.868,1.719,0.600,1.757,NaN,NaN,NaN,802,672,51,8,13,10
7.173,32.942,253,158,602,2.379,5.375,0.000,0,32,968.672,792.123,53.676,1.223,0.441,1.117,970.616,793.988,52.256,965,787,51,9,11,8
13.183,46.208,465,233,773776,1664.034,491.113,1647.000,496,2704,98.340,21.224,56.469,1.577,0.478,1.517,98.098,21.018,56.442,94,16,52,10,11,9
0.057,0.959,2,2,0,0.000,0.000,0.000,0,0,647.500,27.000,52.000,0.112,0.000,0.112,NaN,NaN,NaN,647,27,52,2,1,1
3.147,16.495,111,74,61,0.550,0.629,0.000,0,2,682.306,29.613,53.847,0.891,0.234,0.847,681.443,28.672,54.016,680,27,52,6,7,5
0.170,2.522,6,6,0,0.000,0.000,0.000,0,0,761.000,62.000,52.167,0.256,0.120,0.244,NaN,NaN,NaN,760,61,52,3,3,2
2.325,14.276,82,58,83,1.012,1.419,1.000,0,6,127.378,181.293,53.573,0.777,0.188,0.799,126.578,180.771,53.133,125,178,52,6,7,5
2.977,17.507,105,76,0,0.000,0.000,0.000,0,0,284.962,263.181,54.029,0.809,0.177,0.759,NaN,NaN,NaN,282,260,52,8,7,5
6.549,28.548,231,136,0,0.000,0.000,0.000,0,0,398.130,326.264,55.515,1.252,0.420,1.184,NaN,NaN,NaN,395,323,52,7,9,9
238.990,371.391,8430,3391,895,0.106,0.429,0.000,0,6,1484.665,593.279,57.360,4.277,1.659,4.049,1487.107,593.882,58.483,1446,577,52,66,34,9
0.879,7.214,31,27,0,0.000,0.000,0.000,0,0,1429.645,889.710,53.516,0.506,0.159,0.474,NaN,NaN,NaN,1428,888,52,4,5,4
1.219,9.232,43,35,0,0.000,0.000,0.000,0,0,1419.256,905.233,53.395,0.584,0.156,0.546,NaN,NaN,NaN,1417,903,52,5,5,4
1.049,7.416,37,33,0,0.000,0.000,0.000,0,0,1426.676,908.784,53.135,0.555,0.147,0.577,NaN,NaN,NaN,1424,908,52,6,3,3
0.170,2.169,6,6,0,0.000,0.000,0.000,0,0,1434.667,915.500,52.333,0.297,0.079,0.265,NaN,NaN,NaN,1434,915,52,2,2,2
0.425,4.439,15,14,0,0.000,0.000,0.000,0,0,1421.000,918.133,53.000,0.407,0.166,0.340,NaN,NaN,NaN,1420,917,52,3,3,3
127.575,249.520,4500,1845,1427,0.317,0.742,0.000,0,9,1234.277,28.322,57.436,3.832,1.567,3.640,1240.720,33.726,57.700,1207,7,53,52,44,8
11.453,42.174,404,229,33274,82.361,52.817,83.000,2,199,179.656,44.988,57.069,1.531,0.488,1.565,179.566,46.298,56.339,176,39,53,9,13,8
85.107,170.824,3002,1299,465238,154.976,385.686,11.000,0,2011,10.847,62.029,57.545,2.706,0.740,2.546,9.805,76.621,56.470,0,46,53,24,38,8
6.691,34.353,236,156,0,0.000,0.000,0.000,0,0,955.254,214.742,55.936,1.247,0.380,1.233,NaN,NaN,NaN,950,210,53,11,12,8
3.204,16.801,113,74,6,0.053,0.225,0.000,0,1,389.248,321.212,54.451,0.848,0.162,0.855,391.833,319.833,54.167,386,318,53,7,8,5
1.021,8.222,36,28,0,0.000,0.000,0.000,0,0,568.556,327.806,54.611,0.621,0.203,0.543,NaN,NaN,NaN,567,326,53,4,5,4
5.386,23.463,190,122,0,0.000,0.000,0.000,0,0,720.116,594.100,54.847,1.008,0.213,1.004,NaN,NaN,NaN,716,590,53,9,9,5
0.567,5.247,20,20,77968,3898.400,85.768,3925.500,3683,4003,1311.100,826.350,53.700,0.411,0.128,0.414,1311.089,826.338,53.697,1310,824,53,3,5,3
4.819,23.054,170,111,52,0.306,0.829,0.000,0,6,587.365,3.735,55.735,1.029,0.241,1.030,590.115,3.135,55.846,583,0,54,9,8,5
16.982,50.157,599,299,0,0.000,0.000,0.000,0,0,283.559,24.993,57.851,1.552,0.288,1.507,NaN,NaN,NaN,277,18,54,13,14,7
18.314,72.997,646,485,777500,1203.560,600.191,1224.500,157,2672,92.971,40.291,58.771,1.962,0.807,2.014,92.644,41.356,58.543,80,31,54,29,18,7
2.835,15.284,100,69,4355,43.550,56.814,20.500,0,268,237.420,51.150,55.760,0.848,0.236,0.815,236.107,50.585,55.495,234,49,54,7,5,5
22.170,58.237,782,386,3,0.004,0.062,0.000,0,1,1097.877,370.949,57.754,1.674,0.299,1.648,1096.333,373.667,54.000,1092,364,54,15,15,7
0.227,2.725,8,8,0,0.000,0.000,0.000,0,0,599.875,521.625,54.125,0.276,0.124,0.264,NaN,NaN,NaN,599,521,54,3,3,2
0.227,2.574,8,8,18975,2371.875,263.854,2403.000,1999,2690,1275.500,827.125,54.000,0.246,0.097,0.252,1275.429,827.186,54.000,1274,826,54,4,3,1
0.085,1.312,3,3,0,0.000,0.000,0.000,0,0,1412.333,911.667,54.000,0.147,0.036,0.168,NaN,NaN,NaN,1412,911,54,2,2,1
91.457,225.641,3226,1940,253,0.078,0.336,0.000,0,3,1406.383,1022.092,58.465,3.151,1.137,3.120,1402.802,1018.676,58.862,1381,1004,54,41,42,7
0.595,5.650,21,21,35148,1673.714,283.436,1710.000,1174,2072,249.714,62.667,55.667,0.543,0.220,0.483,249.746,62.889,55.573,249,61,55,3,6,3
17.407,51.788,614,376,44,0.072,0.264,0.000,0,2,1595.098,772.720,58.384,1.517,0.366,1.493,1591.250,770.932,58.364,1588,765,55,12,20,6
0.255,2.876,9,9,10,1.111,0.333,1.000,1,2,1163.889,496.444,56.667,0.324,0.075,0.328,1163.800,496.400,56.600,1163,496,56,3,2,2
1.219,8.172,43,38,72131,1677.465,492.112,1595.000,932,2578,1.442,5.512,59.000,0.593,0.159,0.657,1.149,5.521,59.063,0,4,57,4,4,4
19.845,75.085,700,549,1685955,2408.507,1206.564,2894.000,5,3904,157.250,43.244,59.157,1.980,0.950,1.829,154.725,44.771,59.185,143,33,57,34,21,4
3.204,15.946,113,88,291332,2578.159,596.434,2607.000,1192,3775,220.823,42.796,58.938,0.817,0.186,0.777,220.818,43.085,58.873,217,40,57,8,7,4
2.126,13.019,75,62,132084,1761.120,626.872,1679.000,541,2987,51.373,48.520,59.147,0.710,0.195,0.723,51.786,48.767,59.151,48,46,57,8,6,4
3.459,17.514,122,102,113817,932.926,184.862,938.500,492,1300,79.418,72.148,59.197,0.811,0.201,0.800,79.398,72.349,59.189,74,69,57,11,7,4
3.402,17.309,120,94,1250,10.417,4.162,10.000,4,25,133.408,113.000,58.983,0.851,0.213,0.807,133.095,113.014,59.025,130,108,57,8,9,4
0.822,7.868,29,28,133,4.586,3.290,4.000,1,15,1180.310,511.828,58.138,0.579,0.248,0.531,1179.925,511.526,57.850,1179,510,57,3,6,4
0.340,3.431,12,12,0,0.000,0.000,0.000,0,0,675.917,522.917,57.667,0.350,0.080,0.370,NaN,NaN,NaN,675,522,57,3,3,2
5.982,26.347,211,158,75,0.355,0.725,0.000,0,4,1514.384,797.152,59.062,1.041,0.287,1.018,1515.987,795.773,59.600,1507,794,57,16,8,4
6.180,24.840,218,173,0,0.000,0.000,0.000,0,0,280.867,5.693,59.229,0.970,0.231,0.970,NaN,NaN,NaN,276,0,58,11,12,3
8.845,35.698,312,256,184,0.590,1.110,0.000,0,7,27.907,34.413,59.285,1.169,0.378,1.143,25.462,34.728,58.848,22,26,58,14,18,3
0.113,1.665,4,4,0,0.000,0.000,0.000,0,0,195.000,65.500,58.000,0.182,0.080,0.182,NaN,NaN,NaN,194,65,58,3,2,1
1.361,10.094,48,46,2422,50.458,17.340,47.000,20,85,138.208,133.646,59.542,0.628,0.261,0.584,137.999,134.032,59.488,136,128,58,6,9,3
8.760,35.653,309,260,0,0.000,0.000,0.000,0,0,1001.107,296.188,59.353,1.218,0.469,1.142,NaN,NaN,NaN,994,290,58,19,15,3
0.057,0.959,2,2,0,0.000,0.000,0.000,0,0,1476.500,471.000,58.000,0.112,0.000,0.112,NaN,NaN,NaN,1476,471,58,2,1,1
7.286,32.168,257,233,0,0.000,0.000,0.000,0,0,1231.552,726.366,59.455,1.163,0.442,1.122,NaN,NaN,NaN,1225,718,58,15,18,3
13.721,44.552,484,400,0,0.000,0.000,0.000,0,0,1326.207,890.244,59.273,1.330,0.390,1.341,NaN,NaN,NaN,1319,882,58,16,18,3
4.649,21.307,164,140,0,0.000,0.000,0.000,0,0,1375.335,901.915,59.378,0.913,0.282,0.891,NaN,NaN,NaN,1372,896,58,8,14,3
0.624,5.452,22,22,0,0.000,0.000,0.000,0,0,228.000,23.000,59.864,0.398,0.131,0.456,NaN,NaN,NaN,226,21,59,5,5,2
1.418,9.493,50,50,65623,1312.460,392.644,1344.000,554,1896,191.000,130.260,59.780,0.549,0.166,0.558,191.374,130.578,59.750,188,127,59,7,7,2
3.033,19.388,107,107,0,0.000,0.000,0.000,0,0,1018.336,307.262,59.720,0.967,0.450,0.920,NaN,NaN,NaN,1011,303,59,16,11,2
0.369,3.683,13,13,0,0.000,0.000,0.000,0,0,1594.385,318.462,59.692,0.352,0.083,0.396,NaN,NaN,NaN,1593,317,59,3,4,2
1.332,8.885,47,47,0,0.000,0.000,0.000,0,0,585.000,332.702,59.702,0.536,0.164,0.539,NaN,NaN,NaN,583,329,59,5,8,2
0.652,5.249,23,23,0,0.000,0.000,0.000,0,0,1482.435,463.087,59.739,0.404,0.103,0.433,NaN,NaN,NaN,1481,461,59,4,5,2
0.198,2.372,7,7,0,0.000,0.000,0.000,0,0,1499.429,467.000,59.857,0.261,0.118,0.258,NaN,NaN,NaN,1499,466,59,2,3,2
1.191,8.534,42,42,0,0.000,0.000,0.000,0,0,1413.571,483.667,59.881,0.528,0.178,0.541,NaN,NaN,NaN,1410,481,59,8,6,2
0.397,3.785,14,14,0,0.000,0.000,0.000,0,0,1180.857,503.500,59.714,0.355,0.091,0.375,NaN,NaN,NaN,1180,502,59,3,4,2
4.309,23.233,152,152,4,0.026,0.161,0.000,0,1,1546.717,725.895,59.724,1.009,0.496,0.884,1548.250,726.250,59.250,1538,720,59,17,14,2
1.304,8.986,46,46,0,0.000,0.000,0.000,0,0,1245.652,747.152,59.739,0.545,0.182,0.538,NaN,NaN,NaN,1243,745,59,8,6,2
1.361,9.140,48,48,0,0.000,0.000,0.000,0,0,1448.750,822.167,59.792,0.551,0.177,0.555,NaN,NaN,NaN,1446,819,59,7,7,2
0.057,0.959,2,2,0,0.000,0.000,0.000,0,0,447.500,28.000,60.000,0.112,0.000,0.112,NaN,NaN,NaN,447,28,60,2,1,1
0.283,3.029,10,10,26128,2612.800,272.176,2644.000,2174,2949,70.600,55.500,60.000,0.320,0.161,0.349,70.598,55.646,60.000,70,53,60,2,6,1
0.028,0.605,1,1,3116,3116.000,0.000,3116.000,3116,3116,226.000,129.000,60.000,0.000,0.000,0.000,226.000,129.000,60.000,226,129,60,1,1,1
0.057,0.959,2,2,0,0.000,0.000,0.000,0,0,952.000,209.500,60.000,0.112,0.000,0.112,NaN,NaN,NaN,952,209,60,1,2,1
0.085,1.312,3,3,0,0.000,0.000,0.000,0,0,487.333,301.667,60.000,0.147,0.036,0.168,NaN,NaN,NaN,487,301,60,2,2,1
0.425,4.039,15,15,0,0.000,0.000,0.000,0,0,1424.733,484.000,60.000,0.361,0.174,0.363,NaN,NaN,NaN,1422,483,60,7,3,1
0.255,2.423,9,9,0,0.000,0.000,0.000,0,0,778.000,683.000,60.000,0.241,0.102,0.225,NaN,NaN,NaN,777,682,60,3,3,1
0.737,5.909,26,26,0,0.000,0.000,0.000,0,0,1556.846,736.885,60.000,0.493,0.226,0.481,NaN,NaN,NaN,1554,734,60,7,6,1
0.057,0.959,2,2,0,0.000,0.000,0.000,0,0,1246.000,737.500,60.000,0.112,0.000,0.112,NaN,NaN,NaN,1246,737,60,1,2,1
0.369,3.332,13,13,0,0.000,0.000,0.000,0,0,1227.385,751.385,60.000,0.303,0.104,0.341,NaN,NaN,NaN,1226,750,60,4,4,1
0.312,3.130,11,11,0,0.000,0.000,0.000,0,0,1245.182,754.545,60.000,0.288,0.110,0.293,NaN,NaN,NaN,1244,753,60,4,4,1
0.369,3.332,13,13,0,0.000,0.000,0.000,0,0,1278.615,793.385,60.000,0.303,0.104,0.341,NaN,NaN,NaN,1277,792,60,4,4,1
0.595,5.150,21,21,0,0.000,0.000,0.000,0,0,1371.619,936.381,60.000,0.428,0.188,0.390,NaN,NaN,NaN,1369,934,60,6,6,1
1.389,8.993,49,49,0,0.000,0.000,0.000,0,0,1367.531,966.714,60.000,0.618,0.245,0.620,NaN,NaN,NaN,1365,962,60,6,10,1
